utterance,category,intent
"can u ask alexa if i can delete my online account, please?",ACCOUNT,delete_account
i forgot my password and i want to recover it,ACCOUNT,recover_password
ask Alexa how I could track my shipments,ORDER,track_order
"the concert was cancelled, can I obtain a refund?",REFUNDS,get_refund
I want information about requesting some invoices,INVOICES,get_invoice
"I want to make a comment for a service, what should I do?",FEEDBACK,review
tell me if there is a newsletter i can receive,NEWSLETTER,newsletter_subscription
how do I request a bill?,INVOICES,get_invoice
I'm  interested in your money back policy,REFUNDS,check_refund_policy
i  wanna speak with customer support,CONTACT,contact_customer_service
tell me how long the delivery takes,DELIVERY,delivery_period
i wanna inform of problems paying,PAYMENT,payment_issue
could you ask Alexa about the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
"ask alexa if I could check my shipments, please",ORDER,track_order
"i get an error when i attempt to pay for my online order, what should i do?",PAYMENT,payment_issue
can u ask Alexa how I can request an invoice?,INVOICES,get_invoice
help me view your money back guarantee,REFUNDS,check_refund_policy
how to switch to another user account,ACCOUNT,switch_account
can u ask alexa to show me information about my invoice?,INVOICES,check_invoices
how do i notify a payment problem?,PAYMENT,payment_issue
I want to know what the email to contact Customer Service is,CONTACT,contact_customer_service
"I haven't got an online account, I need help registering",ACCOUNT,create_account
I need information about modifying my order,ORDER,change_order
I want to know if I can create two accounts with the same email address,ACCOUNT,create_account
"i wanna notify a problem making a payment, what do i have to do?",PAYMENT,payment_issue
can u ask alexa how t track my packages?,ORDER,track_order
"the concert was postponed, how can I request a reimbursement?",REFUNDS,get_refund
"I need information, can you send an email to Customer Support?",CONTACT,contact_customer_service
"I have a question, what should I do to call Client Service?",CONTACT,contact_customer_service
I wanna know something about obtaining a bill,INVOICES,get_invoice
"i have a problem paying for my online order, can u report it?",PAYMENT,payment_issue
"i purchased  a product, help me change my order, plwase",ORDER,change_order
"I got an error when I attempted to pay, but I was charged anyway, help me notify it",PAYMENT,payment_issue
"I don't have an online account, what can I do?",ACCOUNT,create_account
can you tell me if I can create two accounts with the same email address?,ACCOUNT,create_account
"my online account's been hacked, and I need help getting it back",ACCOUNT,recover_password
I need help making an ofder,ORDER,place_order
i wanna know how to track my shipments,ORDER,track_order
"help me set up my shipping address, please",SHIPPING,set_up_shipping_address
can you show me the hours of Client Service?,CONTACT,contact_customer_service
"please , could u ask alexa where to report a payment problem?",PAYMENT,payment_issue
ask alexa how i can checvk the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
"i need information, call customer service",CONTACT,contact_customer_service
"ive got no online account, what can i do to open one?",ACCOUNT,create_account
"I have no account, I need help registering",ACCOUNT,create_account
where can I subscribe to the newsletter ?,NEWSLETTER,newsletter_subscription
"i need a refund, what can i do to obtain one?",REFUNDS,get_refund
i need help writing a comment for a service,FEEDBACK,review
i wanna use my other account,ACCOUNT,switch_account
where can I view your payment methods?,PAYMENT,check_payment_methods
"ask Alexa if I could view the status of my order , please",ORDER,track_order
i want to know if i can create several profiles with the same email,ACCOUNT,create_account
can you tell me if you have a newsletter to keep me informed?,NEWSLETTER,newsletter_subscription
"my account's been hacked , what can i do to recover it?",ACCOUNT,recover_password
ask alexa to place an order,ORDER,place_order
can you show me the number of Customer Support?,CONTACT,contact_customer_service
tell me how to change my purchase,ORDER,change_order
I ordered something and i want to change my order,ORDER,change_order
"could you tell me the email to contact Client Service, please?",CONTACT,contact_customer_service
"my user account weas hacked, and I need help getting it back , please",ACCOUNT,recover_password
i have a question and i wanna send an email to customer support,CONTACT,contact_customer_service
I don't want my profile and I want to cancel it,ACCOUNT,delete_account
"I need information, what can I do to speak with Client Service?",CONTACT,contact_customer_service
"i have no online account, could u open one, please?",ACCOUNT,create_account
"id like to see cancellation penalties, what should i do?",CANCELLATION_FEE,check_cancellation_fee
"I need information, what can I do to call Customer Support?",CONTACT,contact_customer_service
"I would like to download some invoices, can you tell me how I can do it?",INVOICES,get_invoice
"I want to retrieve my account pasword, how can I do it?",ACCOUNT,recover_password
"my user account's been hacked, can you help me?",ACCOUNT,recover_password
can you tell me the email address to contact Client Service?,CONTACT,contact_customer_service
help me obtain a reimbursement,REFUNDS,get_refund
"I have an issue when trying to pay, inform of it",PAYMENT,payment_issue
"can you ask Alexa if I can inform of a payment issue , please?",PAYMENT,payment_issue
"I changed my mind, help me delete my online account",ACCOUNT,delete_account
can you tell me what the email of Client Service is?,CONTACT,contact_customer_service
"the concert was postponed, what should I do to get a reimbursement?",REFUNDS,get_refund
I want to ask for information about seeing a bill,INVOICES,get_invoice
"I do not understand you and I would like to contact fucking someone, please",CONTACT,contact_human_agent
help me view my bills,INVOICES,check_invoices
"I need an user account, what can I do?",ACCOUNT,create_account
how can i inform of problems paying?,PAYMENT,payment_issue
"I need a refund, obtain one, please",REFUNDS,get_refund
i dont want my profile and i wanna close it,ACCOUNT,delete_account
"the event was casncelled, how do I request an reimbursement?",REFUNDS,get_refund
"I'm not happy with the service, I need help submitting a complaint",FEEDBACK,complaint
"I have an issue when trying to pay with card, notify it",PAYMENT,payment_issue
ask alexa how to notify a problem paying,PAYMENT,payment_issue
"please, ask alexa how to report a problem paying",PAYMENT,payment_issue
could you ask Alexa how to write an opinion?,FEEDBACK,review
can you tell me the number to contact Customer Support?,CONTACT,contact_customer_service
I want to notify a payment problem,PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway, what should I do to report it?",PAYMENT,payment_issue
"I want information, can I send an email to Client Service?",CONTACT,contact_customer_service
"I lost my password, help me reset it",ACCOUNT,recover_password
where can i register?,ACCOUNT,create_account
"i didn't receive my bill, how do i check it?",INVOICES,check_invoices
how can I open a user account?,ACCOUNT,create_account
i want to solve a payment problem,PAYMENT,payment_issue
"I haven't got a user account, can I open one?",ACCOUNT,create_account
can you find information about the email  of the Customer Service?,CONTACT,contact_customer_service
"i wanna recover my password, what should i do?",ACCOUNT,recover_password
could u ask alexa to request a refund?,REFUNDS,get_refund
were can i view the options for ticket deliery?,DELIVERY,delivery_options
